Id,airline_sentiment,airline,retweet_count,text,tweet_coord,tweet_location,user_timezone
4895,negative,Southwest,0,"@SouthwestAir Yo, I'm trying to make a change to a reservation but whenever I select the flight it says, ""Unable to price"". Please help!",,"Denver, CO",Mountain Time (US & Canada)
4896,negative,US Airways,0,"@USAirways US 728 pilot started the flight by announcing arrival into Gatwick, not Heathrow. Moments of concern for all aboard.",,,
4897,neutral,Southwest,0,@SouthwestAir how can I get tickets for Feb 20 Imagine Dragons show?,,Where the wild things are,Pacific Time (US & Canada)
4898,negative,United,0,@united customer service what's That???,,,
4899,negative,Southwest,0,@SouthwestAir you will extend if I call the day it expires.why can't it just be extended now?#mightmismybrosgraduation,,,
4900,negative,US Airways,0,"@USAirways after last night in Charlotte NC I'm seriously debating never flying you again. 50 minute on the Tarmac, connection leaves.",,"Milwaukee, WI ",
4901,negative,US Airways,0,"@USAirways it is the same passenger, just her maiden name ended up as last name through online Flight Booking Problems.  Yes, understand non transferable",,,
4902,negative,American,0,@AmericanAir yet there are plenty of available AA agents at gates nearby who say they are unable to help customers from our flight.,,"PA, NY & HI",Quito
4903,negative,US Airways,0,"@USAirways Been on hold for 40 minutes, calling because my flight is delayed.  This type of service in not acceptable.",,,Eastern Time (US & Canada)
4904,negative,United,0,@united I tried 2 DM it would not go thru... not sure why,"[0.0, 0.0]",New Jersey,Central Time (US & Canada)
4905,negative,United,1,@United We've been waiting on tarmac for &gt;1hr because apparently UA1116 is overweight &amp; we returned to gate. #WTF #fb,,San Francisco Bay Area,
4906,negative,American,0,"@AmericanAir been a very long day in Philly...12:13pm flt to ORD Cancelled Flighted with NO notice, no message, no email.  NOT NICE FOR WE PLATINUMS.",,Chicago,
4907,positive,United,0,@united I should be fine. They automatically changed my connecting flight for me so I wouldn't miss it. A+ work.,,Earth,Eastern Time (US & Canada)
4908,negative,Delta,0,@JetBlue not making a great first impression on my first flight. 20 minutes before boarding and the gate agent still can't assign me a seat?,,,Eastern Time (US & Canada)
4909,negative,Southwest,0,@Southwestair thanks for leaving me hanging here. #destinationdragons flights all fucked up now. No help?!,,"Missouri, unfortunately.",Central Time (US & Canada)
4910,negative,US Airways,0,@USAirways unacceptable. You knew the pilot wouldn't be able to complete the trip. Wasted all of our time.,,DC,Eastern Time (US & Canada)
4911,positive,US Airways,0,@USAirways thank you! You have always been so good to me. I will follow up.,"[39.94624391, -75.17915216]",,
4912,neutral,United,0,"@united Hi again, any updates here?",,"NYC, Toronto ",Quito
4913,neutral,Delta,0,"@JetBlue Flight 1133 (N353JB) ""Blue La La"" departs @mco enroute to San Juan International Airport http://t.co/SWZm2fX3nu",,"Englewood, Florida",Eastern Time (US & Canada)
4914,positive,Southwest,0,@SouthwestAir it's ok! Southwest is still the best airline around! Just hate when baggage room runs out.. My now checked bag has headphones!,,Kansas City,
4915,negative,American,0,"@AmericanAir No Meelan did not afford a supervisor to be included in the conversation, pls check the rec of the call #badcustomerservice",,,Alaska
4916,negative,Delta,0,@JetBlue ’s Marty St. George really has zero clue. How does he still have a job? #nobaggagefees http://t.co/tjDzaMHPEw,,SF Bay Area,Pacific Time (US & Canada)
4917,negative,Southwest,0,@SouthwestAir All I requested was a refund of my Reward Points that I used to purchase the flight and he refused.,,Somewhere over the rainbow.,Atlantic Time (Canada)
4918,negative,United,0,@united so who does handle bag issues? And why wouldn't you put me onto them in the first place?,,"Vancouver, Canada",Melbourne
4919,negative,Southwest,1,"@SouthwestAir too bad I'm getting this memo: ""Your reservation contains modifications that prevent you from changing it online."" #FUSTURATED",,Fort Lauderdale,Central Time (US & Canada)
4920,neutral,Virgin America,0,"@VirginAmerica on iPad and iPhone, clicking the CHECKIN link in the email I received at 24hrs before flight",,"Silicon Valley, California",Pacific Time (US & Canada)
4921,positive,United,0,@united Cool. Thank you.,,"New Haven, CT",
4922,neutral,US Airways,0,@USAirways will shall see in the next couple of minutes.,,Orlando,
4923,negative,Delta,0,"@JetBlue Been dealing with a Cancelled Flightled flight since last night &amp; was booked to a 6:15 flight,wouldve at least liked to see Ella perform lol",,Puerto Rico ,Hawaii
4924,positive,Southwest,0,@SouthwestAir I love my Companion Pass (qualified 4th year).  #HollyMais,,"Denver, Colorado",Mountain Time (US & Canada)
4925,negative,American,0,"@AmericanAir after losing my bags for 4 days&amp;charging me $475 to""arrange pick up""in argentina,claiming tollfree: won't reimburse me. Help!",,san francisco califorania,Pacific Time (US & Canada)
4926,negative,American,0,@AmericanAir Not even on the bag status...will take actions against this company is incredible how irresponsible are with the costumer,,Ando por el mundo,Caracas
4927,positive,Delta,0,@JetBlue Same exact flight too. Love JetBlue. Really want to fly with ya'll. But that's a little pricey for basic (not Mint). BOS to SFO.,,,
4928,negative,Southwest,0,"@SouthwestAir your ""complimentary"" hotel vouchers are BS! $79 a night for the crappiest hotel ever! I wouldn't wish this on my worst enemy!",,,
4929,positive,Southwest,0,"@SouthwestAir SW rocks, thanks for the reply and the follow. Rebooked earlier flight!",,CT,Eastern Time (US & Canada)
4930,positive,American,0,@AmericanAir He thanks you. Anything you can do to help. Would any further information help in the process?,,New York,Eastern Time (US & Canada)
4931,negative,Virgin America,0,@VirginAmerica Why is it taking 12 years to fly home to Dallas? Get your shit together.,,Texas,Central America
4932,neutral,Delta,0,@JetBlue is that one on the picture http://t.co/lxwbsfxfj0,,new york,
4933,negative,Southwest,0,@SouthwestAir I've been on hold for 2 hours!  When will you answer??,,,
4934,negative,United,0,@united Please consider letting flyers with no overhead bin items board/deplane first (after first class). Make sense?,,"raleigh, nc",Eastern Time (US & Canada)
4935,negative,American,2,@AmericanAir 140 characters aren't enough to describe how inconsiderate your employees are,,Miami ,Quito
4936,negative,US Airways,0,@USAirways stranded in Philly- #Starving and can't get a meal voucher even though your plane had mechanical issue /  next flight in 10 hrs,,"Miami,Fl",Central Time (US & Canada)
4937,negative,American,0,"@AmericanAir flight 45 JFK-LAS. First the catering was Late Flight, the. No push back crew. 2hrs delay.",,New York City,Eastern Time (US & Canada)
4938,negative,United,0,UA3388 @united was Cancelled Flightled not delayed.  Re-Flight Booking Problems still 90 miles from home.  At least acknowledge the Cancelled Flightlation.,,"Western Massachusetts, USA",Eastern Time (US & Canada)
4939,positive,United,0,"@united sweet, follow back and I'll get the dm off",,London,Greenland
4940,negative,United,1,@united if I wait I'll lose the flight. So frustrating.,,chicago IL,Central Time (US & Canada)
4941,negative,American,0,"@AmericanAir I used the ""call back"" feature with an operator regarding my flight, got a call 2 hours Late Flightr and got hung up on. #pleasehelp",,Chicago,Mountain Time (US & Canada)
4942,negative,Delta,0,@JetBlue we have. Twice. They said they can't dim those lights. But they did on our first flight.,,NYC,Central Time (US & Canada)
4943,negative,American,0,"@AmericanAir that's why I'm asking for exception. Staffer moving last minute,we're a nonprofit &amp; losing $400,we just want to change ticket.",,Northern Virginia,Eastern Time (US & Canada)
4944,negative,United,0,"@united your website is fucked up. Now instead of a $416 flight I should’ve had yesterday, it’s $514 today. Thanks.",,Dirty Jerz,Eastern Time (US & Canada)
4945,neutral,United,0,@united How can I verify if wheelchair assistance has been requested for my next flight?,,,
4946,negative,Delta,0,@JetBlue no. Not boarding order. Someone boarded with. Service Animal which a member of my party was allergic to and because the flight was,,New York,Eastern Time (US & Canada)
4947,negative,United,0,@united @el_ingeniero don't check your baggage if you don't have to.  They will lose it!,,,
4948,neutral,Southwest,0,@SouthwestAir How can we get refund instead of credit for flight that you Cancelled Flightled? We couldn't switch to a flight tomorrow.,,"North Bethesda, MD",Atlantic Time (Canada)
4949,negative,United,0,@united Yes my flight was rebooked. I'm just losing trust in you if I want to get anywhere on time.,"[40.69522398, -74.1760931]","Boston, MA",Alaska
4950,negative,United,0,@united 768 SFO to BOS and no internet it is 2015 what gives?,,"Needham, MA",Eastern Time (US & Canada)
4951,negative,Southwest,0,@SouthwestAir You guys are just being disrespectful at this point... learned my lesson about this airline,,,Quito
4952,positive,Virgin America,0,@VirginAmerica Thanks!,,Wandering So-Cal-ian,Pacific Time (US & Canada)
4953,neutral,US Airways,0,@USAirways @OBJ_3 even airlines are scheming to get a follow from OBJ LMAOOO 😂😂😂😂,,,Quito
4954,negative,United,0,@united why don't you de-ice while the plane sits there with no one in it for 2 hours ?? Or we could just delay :/,"[40.6941088, -74.17545854]",201-600-2130,Central Time (US & Canada)
4955,negative,Virgin America,0,@VirginAmerica Your chat support is not working on your site: http://t.co/vhp2GtDWPk,,"San Francisco, CA",Pacific Time (US & Canada)
4956,neutral,United,0,"@united I need the phone number to baggage claim in LAX, my mom left her phone and someone called saying they would put it there but on",,lalaland,Eastern Time (US & Canada)
4957,positive,Delta,0,@jetblue offered me a complimentary drink for switching seats. Stewardess asked for my age &amp; I said 30. We giggled. #goodgenes #ilookyoung,,NYC ,Atlantic Time (Canada)
4958,positive,American,1,@AmericanAir shoutout to the agent on duty now @ Gate B1 #ABQ / outstanding customer service w delayed FLT 336 http://t.co/OoEJ4d4JoP,,"New York, NY",Eastern Time (US & Canada)
4959,negative,United,1,@united so much for being here to help. Very disappointed in your customer service.,,chicago IL,Central Time (US & Canada)
4960,negative,US Airways,0,@USAirways this is a complete waste of my day. A trip to my for work has now turned into sitting on your planes all day. Ridiculous,,On a beach,Quito
4961,negative,United,0,@united or how about next time my bag is underweight you guys credit me $200. Or how about I take my business to an airline that cares.,,Silver Spring,Eastern Time (US & Canada)
4962,negative,US Airways,0,@USAirways 4 hours Late Flightr And i lost my conection 😡,," Mexico, D.F.",Central Time (US & Canada)
4963,neutral,Southwest,0,@SouthwestAir you need this song for your next commercial!  https://t.co/jU9rHZ4RQc. #SWA #love,,dallas tx,
4964,negative,US Airways,0,"@USAirways I need help. In air on #717 to CLT from PHL. Conf: D1MQF5 Need confirmed on #1776 to BNA at 10:30. Been bumped all day, need home",,"Nashville, TN",Central Time (US & Canada)
4965,neutral,American,0,"@AmericanAir When Flight Booking Problems an int'l flight online, do I have to provide a passport number when Flight Booking Problems or just when I arrive at airport?",,,
4966,negative,American,0,"@AmericanAir You found my lost luggage, won't bring it to me until tomorrow. Next day if the weather isn't nicer. Terrible service",,"Kansas City, MO",Central Time (US & Canada)
4967,positive,Southwest,0,@SouthwestAir no worries. We got thru eventually. I was just curious. Best of luck to you dealing with the weather!,,,Eastern Time (US & Canada)
4968,negative,Southwest,0,@SouthwestAir Why can't I find a cheap flight from DC to St Louis? The prices went up like crazy for April weekends!,,DC,
4969,negative,Delta,0,@JetBlue figured but delay is listed at almost 2 hrs. Thanks for being great! Cheers,,Chicagoland,
4970,neutral,US Airways,0,@USAirways US 728 stated their issues as: kept plane on ground to allow connecting passengers from other flight to board. Fine. Understand.,,,
